Message_body,Label,Id
I want to wish you a Felicitous New Year and I wanted to babble to you about some legal advice to do with when Gary and 1 split but in soul. I ' ll make a trip to Ptbo for that. Ane hope everything is skillful with you babe and 1 lie with ya: ),0,1331
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",0,691
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",0,662
Y de asking like this.,0,1023
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,1,813
I thought slide is enough.,0,100
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",0,141
"Hullo Chikku, send some good msg",0,1260
K.k.how is your business now?,0,356
One ' chiliad leave behind my mansion now.,0,1286
"septenary wonders in My WORLD seventh You sixth Ur style 5th Ur smiling quaternary Ur Personality 3rd Ur Nature second Ur msc and foremost "" Ur Lovely Friendly relationship "". .. safe morning dearest",0,1120
YOU ARE elect TO RECEIVE A £ 350 honour! Pls call title turn 09066364311 to accumulate your honor which you are selected to experience as a valued mobile guest.,1,1193
"Geeeee. .. Your cyberspace is very regretful today, eh?",0,1271
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1,996
Its sunny in california. The weather's just cool,0,190
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0,1042
I'm stuck in da middle of da row on da right hand side of da lt... ,0,1034
Kilobyte. 1 will sent information technology once again,0,1281
Except theres a chick with huge boobs.,0,117
Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,0,85
Going to join tomorrow.,0,47
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,1,1047
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,972
Had your wandering 11mths? Update for free people to Orange late colour television camera mobiles & unlimited weekend call. Cry up Mobile river Upd8 on freefone 08000839402 or 2StopTxt,1,1343
Ar you unique enough? Let on out from 30th Aug. entanglement. areyouunique. carbon monoxide. uk,1,1358
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,1,915
Oh... Okie lor...We go on sat... ,0,56
Im hardly question what your doing mightily at one time?,0,1375
Why don river ' t you wait ' til at least wednesday to fancy if you have your.,0,1406
Thank you princess! I want to see your nice juicy booty...,0,324
Nt joking seriously i told,0,180
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,1,489
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,1,983
"Pity, * was in mood for that. So...any other suggestions?",0,2
ILL Barn complex vitamin fine tune feather SOON,0,1121
Full heat pa:-) i have applyed oil pa.,0,1035
Ok u can take me shopping when u get paid =D,0,883
So how are you really. What are you up to. How's the masters. And so on.,0,152
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,992
U attend ur driving lesson how many times a wk n which day?,0,554
WHAT prison full term U WRKIN?,0,1191
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,0,1025
Yup,0,99
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0,521
Hi.:)technical support.providing assistance to us customer through call and email:),0,802
"Urgent - birdcall 09066649731from Land line. Your complimentary quaternion * Ibiza Vacation or £ 10, 000 johnny cash await assembling SAE T & Vitamin c PO BOX 434 SK3 8WP 150ppm xviii +",1,1323
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,1,982
But you were together so you should be thinkin about him,0,1065
if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,0,12
I sport go into get info bt dont know what to arrange,0,1101
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1,1004
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,0,1079
100 dating service cal;l 09064012103 box334sk38ch,1,964
Send me your resume:-),0,775
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,1,966
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0,1067
Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,0,203
"Hmph. Go head, big baller.",0,567
Sorry da..today i wont come to play..i have driving clas..,0,702
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0,644
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,0,715
Me too! Have a lovely night xxx,0,804
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,0,211
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",1,994
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,0,593
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,1,974
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,1,500
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",1,871
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,1,576
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0,882
U assist ur beat back lesson how many time a wk normality which think solar day?,0,1092
Thank you. do you generally date the brothas?,0,130
Poor girl can't go one day lmao,0,681
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0,463
We tried to get through you re your response to our pass of a Television Phone 750 anytime any network mins One half Cost Line Allow Camcorder Response or call 08000930705,1,1208
Thats cool princess! unity volition enshroud your face in blistering sticky cum: ),0,1425
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,1,69
"Nope. Since ayo motion, helium make forgotten his guy conducting wire",0,1303
Xy trying smth now. U eat already? We havent...,0,278
Ok... Let u noe when i leave my house.,0,641
"By the itinerary, ' rencontre ' make up to meet all over again. Climb dont. ...",0,1301
Where you. What happen,0,1433
"Just making dinner, you ?",0,58
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",0,783
S.this will increase the chance of winning.,0,718
Ü quick and then call maine. ..,0,1255
Argh why the fuck is nobody in town ;_;,0,454
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,1,1022
"Like & lt; # & gt; , same question",0,1093
I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,0,183
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,0,596
"And that ' s amercement, Iodine got enough bud to last most of the dark at least",0,1241
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0,818
"And how you will do that, princess? :)",0,288
Uranium in spades need a module from e humanities dis sem izzit? U wan two take away former module first?,0,1222
U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,0,146
Orh i tot u say she now still dun believe.,0,820
Well. You know what i mean. Texting,0,695
I am late. I will be there at,0,352
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",0,645
Hi dis is yijue i would be happy to work wif ü all for gek1510...,0,694
You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,1,127
Maybe you should find something else to do instead???,0,716
HARD BUT TRUE: How oftentimes you show & amp; carry your love to someone. .. . that much information technology volition injure when they leave you work theater you get seperated. .. !? ?? ?? ud eventide. ..,0,1315
secret! Your 2004 Story Statement for 07742676969 show 786 unredeemed Bonus Point. To claim foretell 08719180248 Identifier Data processor code: 45239 Expires,1,1337
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1,998
So how many days since then?,0,165
Its worse if if uses half way then stops. Its better for him to complete it.,0,675
I am on the way to tirupur.,0,654
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1,602
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",0,897
Ok no prob,0,876
"Okey dokey, ill be over in a bit just sorting some stuff out.",0,869
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,0,561
Dude im no longer a pisces. Im an aquarius now.,0,239
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,1,679
"K will do, addie &amp; I are doing some art so I'll be here when you get home",0,849
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,1,961
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",0,707
"aight we can pick some up, you open before tonight?",0,122
How do you plan to manage that,0,763
Lmao you know me so well...,0,514
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0,425
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1,989
Hmmm.but you should give it on one day..,0,878
"Hmph. Whirl head, heavy baller.",0,1244
Miles and grinning r made frm same letter merely practice u have it away viosterol conflict. .? grin on ur side keeps pine tree state glad yet though I am air mile by from u. .: -) keep smiling. . Good nyt,0,1275
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,0,154
That ' s necessarily respectful,0,1309
"Nutcase upwardly your rabble with a November 1 eve collection of a logotype & pic substance plus a free eerie tone, txt CARD weirdo to 8007 zed 08701417012150p per logotype / moving delineation show",1,1228
"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",0,1080
Just hopeing that wasnt too pissed up to remember and has gone off to his sisters or something!,0,638
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",0,557
Uracil wan 2 haf luncheon atomic figure liii ' m in district attorney canteen now.,0,1252
"Haha yeah, 2 oz is kind of a shitload",0,884
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1,1049
Thanx a lot 4 ur help!,0,138
You do your studies alone without anyones help. If you cant no need to study.,0,317
i can call in  &lt;#&gt;  min if thats ok,0,753
Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,0,512
"No, I was trying it all weekend ;V",0,23
I am in hospital da. . I will return home in evening,0,823
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",0,490
Why didn't u call on your lunch?,0,608
The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,0,1
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",1,492
Are u coming to the funeral home,0,273
Not recall bout information applied science. .. | | Drinking in water faucet & batch at sevener. | | Is that pothouse on flatulency st turned broad st by duct. | | Ok?,0,1283
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,0,186
Missing you too.pray inshah allah,0,721
